,Vegetable_Name,year,month,Market_Price,Average_Retail_Price,Average_Shoping_Mall_Price
27,Amla,2022,11,53.333333333333336,64.83333333333333,76.16666666666667
28,Amla,2022,12,55.483870967741936,67.40322580645162,79.2258064516129
29,Amla,2023,1,58.70967741935484,71.20967741935483,83.79032258064517
30,Amla,2023,2,63.92857142857143,77.41071428571429,91.19642857142857
31,Amla,2023,3,62.58064516129032,75.91935483870968,89.33870967741936
32,Amla,2023,4,58.333333333333336,70.85,83.3
33,Amla,2023,5,59.0,71.35,84.1
34,Ash gourd,2022,1,21.666666666666668,26.166666666666668,31.0
35,Ash gourd,2022,2,22.535714285714285,27.232142857142858,32.125
36,Ash gourd,2022,3,19.838709677419356,24.016129032258064,28.258064516129032
37,Ash gourd,2022,4,18.966666666666665,22.816666666666666,26.933333333333334
38,Ash gourd,2022,5,19.29032258064516,23.274193548387096,27.338709677419356
39,Ash gourd,2022,6,17.866666666666667,21.633333333333333,25.35
40,Ash gourd,2022,7,22.161290322580644,26.887096774193548,31.758064516129032
41,Ash gourd,2022,8,25.387096774193548,30.693548387096776,36.145161290322584
42,Ash gourd,2022,9,26.066666666666666,31.516666666666666,37.15
43,Ash gourd,2022,10,25.096774193548388,30.338709677419356,35.67741935483871
44,Ash gourd,2022,11,24.3,29.45,34.583333333333336
45,Ash gourd,2022,12,25.580645161290324,30.919354838709676,36.46774193548387
46,Ash gourd,2023,1,24.516129032258064,29.56451612903226,35.016129032258064
47,Ash gourd,2023,2,26.071428571428573,31.571428571428573,37.17857142857143
48,Ash gourd,2023,3,23.903225806451612,29.0,34.064516129032256
49,Ash gourd,2023,4,22.166666666666668,26.816666666666666,31.633333333333333
50,Ash gourd,2023,5,20.0,24.25,28.5
