,Date,Vegetable_Name,Units,Market_Price,Retail_Price_low,Retail_Price_high,Average_Retail_Price,Shoping_Mall_Price_low,Shoping_Mall_Price_high,Average_Shoping_Mall_Price,year,month
15957,2023-04-18,Fenugreek Leaves,1kg,11,13,14,13.5,13,18,15.5,2023,4
15958,2023-04-19,Fenugreek Leaves,1kg,11,13,14,13.5,13,18,15.5,2023,4
15959,2023-04-20,Fenugreek Leaves,1kg,11,13,14,13.5,13,18,15.5,2023,4
15960,2023-04-21,Fenugreek Leaves,1kg,10,12,13,12.5,12,17,14.5,2023,4
15961,2023-04-22,Fenugreek Leaves,1kg,10,12,13,12.5,12,17,14.5,2023,4
15962,2023-04-23,Fenugreek Leaves,1kg,10,12,13,12.5,12,17,14.5,2023,4
15963,2023-04-24,Fenugreek Leaves,1kg,10,12,13,12.5,12,17,14.5,2023,4
15964,2023-04-25,Fenugreek Leaves,1kg,10,12,13,12.5,12,17,14.5,2023,4
15965,2023-04-26,Fenugreek Leaves,1kg,10,12,13,12.5,12,17,14.5,2023,4
15966,2023-04-27,Fenugreek Leaves,1kg,10,12,13,12.5,12,17,14.5,2023,4
15967,2023-04-28,Fenugreek Leaves,1kg,10,12,13,12.5,12,17,14.5,2023,4
15968,2023-04-29,Fenugreek Leaves,1kg,9,10,11,10.5,11,15,13.0,2023,4
15969,2023-04-30,Fenugreek Leaves,1kg,9,10,11,10.5,11,15,13.0,2023,4
15970,2023-05-01,Fenugreek Leaves,1kg,9,10,11,10.5,11,15,13.0,2023,5
15971,2023-05-02,Fenugreek Leaves,1kg,8,9,10,9.5,10,13,11.5,2023,5
15972,2023-05-03,Fenugreek Leaves,1kg,8,9,10,9.5,10,13,11.5,2023,5
15973,2023-05-04,Fenugreek Leaves,1kg,8,9,10,9.5,10,13,11.5,2023,5
15974,2023-05-05,Fenugreek Leaves,1kg,8,9,10,9.5,10,13,11.5,2023,5
15975,2023-05-06,Fenugreek Leaves,1kg,8,9,10,9.5,10,13,11.5,2023,5
15976,2023-05-07,Fenugreek Leaves,1kg,8,9,10,9.5,10,13,11.5,2023,5
15977,2023-05-08,Fenugreek Leaves,1kg,8,9,10,9.5,10,13,11.5,2023,5
15978,2023-05-09,Fenugreek Leaves,1kg,8,9,10,9.5,10,13,11.5,2023,5
15979,2023-05-10,Fenugreek Leaves,1kg,8,9,10,9.5,10,13,11.5,2023,5
15980,2022-01-26,French Beans,1kg,36,41,46,43.5,43,59,51.0,2022,1
15981,2022-01-27,French Beans,1kg,36,41,46,43.5,43,59,51.0,2022,1
15982,2022-01-28,French Beans,1kg,39,45,50,47.5,47,64,55.5,2022,1
15983,2022-01-29,French Beans,1kg,39,45,50,47.5,47,64,55.5,2022,1
15984,2022-01-30,French Beans,1kg,41,47,52,49.5,49,68,58.5,2022,1
15985,2022-01-31,French Beans,1kg,41,47,52,49.5,49,68,58.5,2022,1
15986,2022-02-01,French Beans,1kg,41,47,52,49.5,49,68,58.5,2022,2
15987,2022-02-02,French Beans,1kg,41,47,52,49.5,49,68,58.5,2022,2
15988,2022-02-03,French Beans,1kg,41,47,52,49.5,49,68,58.5,2022,2
15989,2022-02-04,French Beans,1kg,41,47,52,49.5,49,68,58.5,2022,2
15990,2022-02-05,French Beans,1kg,42,48,53,50.5,50,69,59.5,2022,2
15991,2022-02-06,French Beans,1kg,42,48,53,50.5,50,69,59.5,2022,2
15992,2022-02-07,French Beans,1kg,42,48,53,50.5,50,69,59.5,2022,2
15993,2022-02-08,French Beans,1kg,35,40,44,42.0,42,58,50.0,2022,2
15994,2022-02-09,French Beans,1kg,35,40,44,42.0,42,58,50.0,2022,2
15995,2022-02-10,French Beans,1kg,35,40,44,42.0,42,58,50.0,2022,2
15996,2022-02-11,French Beans,1kg,35,40,44,42.0,42,58,50.0,2022,2
15997,2022-02-12,French Beans,1kg,35,40,44,42.0,42,58,50.0,2022,2
15998,2022-02-13,French Beans,1kg,35,40,44,42.0,42,58,50.0,2022,2
15999,2022-02-14,French Beans,1kg,33,38,42,40.0,40,54,47.0,2022,2
16000,2022-02-15,French Beans,1kg,33,38,42,40.0,40,54,47.0,2022,2
16001,2022-02-16,French Beans,1kg,33,38,42,40.0,40,54,47.0,2022,2
16002,2022-02-17,French Beans,1kg,37,43,47,45.0,44,61,52.5,2022,2
16003,2022-02-18,French Beans,1kg,37,43,47,45.0,44,61,52.5,2022,2
16004,2022-02-19,French Beans,1kg,37,43,47,45.0,44,61,52.5,2022,2
16005,2022-02-20,French Beans,1kg,34,39,43,41.0,41,56,48.5,2022,2
16006,2022-02-21,French Beans,1kg,34,39,43,41.0,41,56,48.5,2022,2
16007,2022-02-22,French Beans,1kg,34,39,43,41.0,41,56,48.5,2022,2
16008,2022-02-23,French Beans,1kg,34,39,43,41.0,41,56,48.5,2022,2
16009,2022-02-24,French Beans,1kg,34,39,43,41.0,41,56,48.5,2022,2
16010,2022-02-25,French Beans,1kg,34,39,43,41.0,41,56,48.5,2022,2
16011,2022-02-26,French Beans,1kg,33,38,42,40.0,40,54,47.0,2022,2
16012,2022-02-27,French Beans,1kg,33,38,42,40.0,40,54,47.0,2022,2
16013,2022-02-28,French Beans,1kg,37,43,47,45.0,44,61,52.5,2022,2
16014,2022-03-01,French Beans,1kg,37,43,47,45.0,44,61,52.5,2022,3
16015,2022-03-02,French Beans,1kg,37,43,47,45.0,44,61,52.5,2022,3
16016,2022-03-03,French Beans,1kg,37,43,47,45.0,44,61,52.5,2022,3
16017,2022-03-04,French Beans,1kg,29,33,37,35.0,35,48,41.5,2022,3
16018,2022-03-05,French Beans,1kg,29,33,37,35.0,35,48,41.5,2022,3
16019,2022-03-06,French Beans,1kg,29,33,37,35.0,35,48,41.5,2022,3
16020,2022-03-07,French Beans,1kg,28,32,36,34.0,34,46,40.0,2022,3
16021,2022-03-08,French Beans,1kg,28,32,36,34.0,34,46,40.0,2022,3
16022,2022-03-09,French Beans,1kg,26,30,33,31.5,31,43,37.0,2022,3
16023,2022-03-10,French Beans,1kg,26,30,33,31.5,31,43,37.0,2022,3
16024,2022-03-11,French Beans,1kg,26,30,33,31.5,31,43,37.0,2022,3
16025,2022-03-12,French Beans,1kg,26,30,33,31.5,31,43,37.0,2022,3
16026,2022-03-13,French Beans,1kg,26,30,33,31.5,31,43,37.0,2022,3
16027,2022-03-14,French Beans,1kg,27,31,34,32.5,32,45,38.5,2022,3
16028,2022-03-15,French Beans,1kg,27,31,34,32.5,32,45,38.5,2022,3
16029,2022-03-16,French Beans,1kg,27,31,34,32.5,32,45,38.5,2022,3
16030,2022-03-17,French Beans,1kg,26,30,33,31.5,31,43,37.0,2022,3
16031,2022-03-18,French Beans,1kg,26,30,33,31.5,31,43,37.0,2022,3
16032,2022-03-19,French Beans,1kg,26,30,33,31.5,31,43,37.0,2022,3
16033,2022-03-20,French Beans,1kg,29,33,37,35.0,35,48,41.5,2022,3
16034,2022-03-21,French Beans,1kg,29,33,37,35.0,35,48,41.5,2022,3
16035,2022-03-22,French Beans,1kg,27,31,34,32.5,32,45,38.5,2022,3
16036,2022-03-23,French Beans,1kg,27,31,34,32.5,32,45,38.5,2022,3
16037,2022-03-24,French Beans,1kg,27,31,34,32.5,32,45,38.5,2022,3
16038,2022-03-25,French Beans,1kg,27,31,34,32.5,32,45,38.5,2022,3
16039,2022-03-26,French Beans,1kg,27,31,34,32.5,32,45,38.5,2022,3
16040,2022-03-27,French Beans,1kg,27,31,34,32.5,32,45,38.5,2022,3
16041,2022-03-28,French Beans,1kg,24,28,30,29.0,29,40,34.5,2022,3
16042,2022-03-29,French Beans,1kg,24,28,30,29.0,29,40,34.5,2022,3
16043,2022-03-30,French Beans,1kg,24,28,30,29.0,29,40,34.5,2022,3
16044,2022-03-31,French Beans,1kg,24,28,30,29.0,29,40,34.5,2022,3
16045,2022-04-01,French Beans,1kg,27,31,34,32.5,32,45,38.5,2022,4
16046,2022-04-02,French Beans,1kg,27,31,34,32.5,32,45,38.5,2022,4
16047,2022-04-03,French Beans,1kg,27,31,34,32.5,32,45,38.5,2022,4
16048,2022-04-04,French Beans,1kg,26,30,33,31.5,31,43,37.0,2022,4
16049,2022-04-05,French Beans,1kg,26,30,33,31.5,31,43,37.0,2022,4
16050,2022-04-06,French Beans,1kg,26,30,33,31.5,31,43,37.0,2022,4
16051,2022-04-07,French Beans,1kg,27,31,34,32.5,32,45,38.5,2022,4
16052,2022-04-08,French Beans,1kg,27,31,34,32.5,32,45,38.5,2022,4
16053,2022-04-09,French Beans,1kg,27,31,34,32.5,32,45,38.5,2022,4
16054,2022-04-10,French Beans,1kg,24,28,30,29.0,29,40,34.5,2022,4
16055,2022-04-11,French Beans,1kg,24,28,30,29.0,29,40,34.5,2022,4
16056,2022-04-12,French Beans,1kg,24,28,30,29.0,29,40,34.5,2022,4
16057,2022-04-13,French Beans,1kg,25,29,32,30.5,30,41,35.5,2022,4
16058,2022-04-14,French Beans,1kg,25,29,32,30.5,30,41,35.5,2022,4
16059,2022-04-15,French Beans,1kg,25,29,32,30.5,30,41,35.5,2022,4
16060,2022-04-16,French Beans,1kg,25,29,32,30.5,30,41,35.5,2022,4
16061,2022-04-17,French Beans,1kg,25,29,32,30.5,30,41,35.5,2022,4
16062,2022-04-18,French Beans,1kg,25,29,32,30.5,30,41,35.5,2022,4
16063,2022-04-19,French Beans,1kg,25,29,32,30.5,30,41,35.5,2022,4
16064,2022-04-20,French Beans,1kg,25,29,32,30.5,30,41,35.5,2022,4
16065,2022-04-21,French Beans,1kg,25,29,32,30.5,30,41,35.5,2022,4
16066,2022-04-22,French Beans,1kg,25,29,32,30.5,30,41,35.5,2022,4
16067,2022-04-23,French Beans,1kg,25,29,32,30.5,30,41,35.5,2022,4
16068,2022-04-24,French Beans,1kg,35,40,44,42.0,42,58,50.0,2022,4
16069,2022-04-25,French Beans,1kg,35,40,44,42.0,42,58,50.0,2022,4
16070,2022-04-26,French Beans,1kg,35,40,44,42.0,42,58,50.0,2022,4
16071,2022-04-27,French Beans,1kg,33,38,42,40.0,40,54,47.0,2022,4
16072,2022-04-28,French Beans,1kg,33,38,42,40.0,40,54,47.0,2022,4
16073,2022-04-29,French Beans,1kg,33,38,42,40.0,40,54,47.0,2022,4
16074,2022-04-30,French Beans,1kg,34,39,43,41.0,41,56,48.5,2022,4
16075,2022-05-01,French Beans,1kg,34,39,43,41.0,41,56,48.5,2022,5
16076,2022-05-02,French Beans,1kg,30,35,38,36.5,36,50,43.0,2022,5
16077,2022-05-03,French Beans,1kg,30,35,38,36.5,36,50,43.0,2022,5
16078,2022-05-04,French Beans,1kg,30,35,38,36.5,36,50,43.0,2022,5
16079,2022-05-05,French Beans,1kg,33,38,42,40.0,40,54,47.0,2022,5
16080,2022-05-06,French Beans,1kg,33,38,42,40.0,40,54,47.0,2022,5
16081,2022-05-07,French Beans,1kg,33,38,42,40.0,40,54,47.0,2022,5
16082,2022-05-08,French Beans,1kg,36,41,46,43.5,43,59,51.0,2022,5
16083,2022-05-09,French Beans,1kg,36,41,46,43.5,43,59,51.0,2022,5
16084,2022-05-10,French Beans,1kg,36,41,46,43.5,43,59,51.0,2022,5
16085,2022-05-11,French Beans,1kg,30,35,38,36.5,36,50,43.0,2022,5
16086,2022-05-12,French Beans,1kg,30,35,38,36.5,36,50,43.0,2022,5
16087,2022-05-13,French Beans,1kg,30,35,38,36.5,36,50,43.0,2022,5
16088,2022-05-14,French Beans,1kg,30,35,38,36.5,36,50,43.0,2022,5
16089,2022-05-15,French Beans,1kg,34,39,43,41.0,41,56,48.5,2022,5
16090,2022-05-16,French Beans,1kg,34,39,43,41.0,41,56,48.5,2022,5
16091,2022-05-17,French Beans,1kg,34,39,43,41.0,41,56,48.5,2022,5
16092,2022-05-18,French Beans,1kg,42,48,53,50.5,50,69,59.5,2022,5
16093,2022-05-19,French Beans,1kg,42,48,53,50.5,50,69,59.5,2022,5
16094,2022-05-20,French Beans,1kg,42,48,53,50.5,50,69,59.5,2022,5
16095,2022-05-21,French Beans,1kg,75,86,95,90.5,90,124,107.0,2022,5
16096,2022-05-22,French Beans,1kg,75,86,95,90.5,90,124,107.0,2022,5
16097,2022-05-23,French Beans,1kg,75,86,95,90.5,90,124,107.0,2022,5
16098,2022-05-24,French Beans,1kg,75,86,95,90.5,90,124,107.0,2022,5
16099,2022-05-25,French Beans,1kg,78,90,99,94.5,94,129,111.5,2022,5
16100,2022-05-26,French Beans,1kg,78,90,99,94.5,94,129,111.5,2022,5
16101,2022-05-27,French Beans,1kg,78,90,99,94.5,94,129,111.5,2022,5
16102,2022-05-28,French Beans,1kg,83,95,105,100.0,100,137,118.5,2022,5
16103,2022-05-29,French Beans,1kg,83,95,105,100.0,100,137,118.5,2022,5
16104,2022-05-30,French Beans,1kg,83,95,105,100.0,100,137,118.5,2022,5
16105,2022-05-31,French Beans,1kg,83,95,105,100.0,100,137,118.5,2022,5
16106,2022-06-01,French Beans,1kg,67,77,85,81.0,80,111,95.5,2022,6
16107,2022-06-02,French Beans,1kg,67,77,85,81.0,80,111,95.5,2022,6
16108,2022-06-03,French Beans,1kg,67,77,85,81.0,80,111,95.5,2022,6
16109,2022-06-04,French Beans,1kg,63,72,80,76.0,76,104,90.0,2022,6
16110,2022-06-05,French Beans,1kg,63,72,80,76.0,76,104,90.0,2022,6
16111,2022-06-06,French Beans,1kg,63,72,80,76.0,76,104,90.0,2022,6
16112,2022-06-07,French Beans,1kg,60,69,76,72.5,72,99,85.5,2022,6
16113,2022-06-08,French Beans,1kg,60,69,76,72.5,72,99,85.5,2022,6
16114,2022-06-09,French Beans,1kg,60,69,76,72.5,72,99,85.5,2022,6
16115,2022-06-10,French Beans,1kg,60,69,76,72.5,72,99,85.5,2022,6
16116,2022-06-11,French Beans,1kg,68,78,86,82.0,82,112,97.0,2022,6
16117,2022-06-12,French Beans,1kg,68,78,86,82.0,82,112,97.0,2022,6
16118,2022-06-13,French Beans,1kg,68,78,86,82.0,82,112,97.0,2022,6
16119,2022-06-14,French Beans,1kg,64,74,81,77.5,77,106,91.5,2022,6
16120,2022-06-15,French Beans,1kg,64,74,81,77.5,77,106,91.5,2022,6
16121,2022-06-16,French Beans,1kg,64,74,81,77.5,77,106,91.5,2022,6
16122,2022-06-17,French Beans,1kg,64,74,81,77.5,77,106,91.5,2022,6
16123,2022-06-18,French Beans,1kg,52,60,66,63.0,62,86,74.0,2022,6
16124,2022-06-19,French Beans,1kg,52,60,66,63.0,62,86,74.0,2022,6
16125,2022-06-20,French Beans,1kg,59,68,75,71.5,71,97,84.0,2022,6
16126,2022-06-21,French Beans,1kg,59,68,75,71.5,71,97,84.0,2022,6
16127,2022-06-22,French Beans,1kg,59,68,75,71.5,71,97,84.0,2022,6
16128,2022-06-23,French Beans,1kg,59,68,75,71.5,71,97,84.0,2022,6
16129,2022-06-24,French Beans,1kg,59,68,75,71.5,71,97,84.0,2022,6
16130,2022-06-25,French Beans,1kg,59,68,75,71.5,71,97,84.0,2022,6
16131,2022-06-26,French Beans,1kg,59,68,75,71.5,71,97,84.0,2022,6
16132,2022-06-27,French Beans,1kg,56,64,71,67.5,67,92,79.5,2022,6
16133,2022-06-28,French Beans,1kg,56,64,71,67.5,67,92,79.5,2022,6
16134,2022-06-29,French Beans,1kg,56,64,71,67.5,67,92,79.5,2022,6
16135,2022-06-30,French Beans,1kg,56,64,71,67.5,67,92,79.5,2022,6
16136,2022-07-01,French Beans,1kg,57,66,72,69.0,68,94,81.0,2022,7
16137,2022-07-02,French Beans,1kg,57,66,72,69.0,68,94,81.0,2022,7
16138,2022-07-03,French Beans,1kg,57,66,72,69.0,68,94,81.0,2022,7
16139,2022-07-04,French Beans,1kg,57,66,72,69.0,68,94,81.0,2022,7
16140,2022-07-05,French Beans,1kg,57,66,72,69.0,68,94,81.0,2022,7
16141,2022-07-06,French Beans,1kg,57,66,72,69.0,68,94,81.0,2022,7
16142,2022-07-07,French Beans,1kg,57,66,72,69.0,68,94,81.0,2022,7
16143,2022-07-08,French Beans,1kg,57,66,72,69.0,68,94,81.0,2022,7
16144,2022-07-09,French Beans,1kg,55,63,70,66.5,66,91,78.5,2022,7
16145,2022-07-10,French Beans,1kg,55,63,70,66.5,66,91,78.5,2022,7
16146,2022-07-11,French Beans,1kg,55,63,70,66.5,66,91,78.5,2022,7
16147,2022-07-12,French Beans,1kg,53,61,67,64.0,64,87,75.5,2022,7
16148,2022-07-13,French Beans,1kg,53,61,67,64.0,64,87,75.5,2022,7
16149,2022-07-14,French Beans,1kg,54,62,69,65.5,65,89,77.0,2022,7
16150,2022-07-15,French Beans,1kg,54,62,69,65.5,65,89,77.0,2022,7
16151,2022-07-16,French Beans,1kg,54,62,69,65.5,65,89,77.0,2022,7
16152,2022-07-17,French Beans,1kg,53,61,67,64.0,64,87,75.5,2022,7
16153,2022-07-18,French Beans,1kg,53,61,67,64.0,64,87,75.5,2022,7
16154,2022-07-19,French Beans,1kg,53,61,67,64.0,64,87,75.5,2022,7
16155,2022-07-20,French Beans,1kg,53,61,67,64.0,64,87,75.5,2022,7
16156,2022-07-21,French Beans,1kg,60,69,76,72.5,72,99,85.5,2022,7
16157,2022-07-22,French Beans,1kg,60,69,76,72.5,72,99,85.5,2022,7
16158,2022-07-23,French Beans,1kg,60,69,76,72.5,72,99,85.5,2022,7
16159,2022-07-24,French Beans,1kg,64,74,81,77.5,77,106,91.5,2022,7
16160,2022-07-25,French Beans,1kg,64,74,81,77.5,77,106,91.5,2022,7
16161,2022-07-26,French Beans,1kg,64,74,81,77.5,77,106,91.5,2022,7
16162,2022-07-27,French Beans,1kg,64,74,81,77.5,77,106,91.5,2022,7
16163,2022-07-28,French Beans,1kg,64,74,81,77.5,77,106,91.5,2022,7
16164,2022-07-29,French Beans,1kg,64,74,81,77.5,77,106,91.5,2022,7
16165,2022-07-30,French Beans,1kg,64,74,81,77.5,77,106,91.5,2022,7
16166,2022-07-31,French Beans,1kg,64,74,81,77.5,77,106,91.5,2022,7
16167,2022-08-01,French Beans,1kg,67,77,85,81.0,80,111,95.5,2022,8
16168,2022-08-02,French Beans,1kg,67,77,85,81.0,80,111,95.5,2022,8
16169,2022-08-03,French Beans,1kg,67,77,85,81.0,80,111,95.5,2022,8
16170,2022-08-04,French Beans,1kg,63,72,80,76.0,76,104,90.0,2022,8
16171,2022-08-05,French Beans,1kg,63,72,80,76.0,76,104,90.0,2022,8
16172,2022-08-06,French Beans,1kg,63,72,80,76.0,76,104,90.0,2022,8
16173,2022-08-07,French Beans,1kg,63,72,80,76.0,76,104,90.0,2022,8
16174,2022-08-08,French Beans,1kg,60,69,76,72.5,72,99,85.5,2022,8
16175,2022-08-09,French Beans,1kg,60,69,76,72.5,72,99,85.5,2022,8
16176,2022-08-10,French Beans,1kg,60,69,76,72.5,72,99,85.5,2022,8
16177,2022-08-11,French Beans,1kg,60,69,76,72.5,72,99,85.5,2022,8
16178,2022-08-12,French Beans,1kg,60,69,76,72.5,72,99,85.5,2022,8
16179,2022-08-13,French Beans,1kg,61,70,77,73.5,73,101,87.0,2022,8
16180,2022-08-14,French Beans,1kg,61,70,77,73.5,73,101,87.0,2022,8
16181,2022-08-15,French Beans,1kg,61,70,77,73.5,73,101,87.0,2022,8
16182,2022-08-16,French Beans,1kg,61,70,77,73.5,73,101,87.0,2022,8
16183,2022-08-17,French Beans,1kg,61,70,77,73.5,73,101,87.0,2022,8
16184,2022-08-18,French Beans,1kg,65,75,83,79.0,78,107,92.5,2022,8
16185,2022-08-19,French Beans,1kg,65,75,83,79.0,78,107,92.5,2022,8
16186,2022-08-20,French Beans,1kg,65,75,83,79.0,78,107,92.5,2022,8
16187,2022-08-21,French Beans,1kg,62,71,79,75.0,74,102,88.0,2022,8
16188,2022-08-22,French Beans,1kg,62,71,79,75.0,74,102,88.0,2022,8
16189,2022-08-23,French Beans,1kg,62,71,79,75.0,74,102,88.0,2022,8
16190,2022-08-24,French Beans,1kg,45,52,57,54.5,54,74,64.0,2022,8
16191,2022-08-25,French Beans,1kg,45,52,57,54.5,54,74,64.0,2022,8
16192,2022-08-26,French Beans,1kg,46,53,58,55.5,55,76,65.5,2022,8
16193,2022-08-27,French Beans,1kg,46,53,58,55.5,55,76,65.5,2022,8
16194,2022-08-28,French Beans,1kg,46,53,58,55.5,55,76,65.5,2022,8
16195,2022-08-29,French Beans,1kg,46,53,58,55.5,55,76,65.5,2022,8
16196,2022-08-30,French Beans,1kg,54,62,69,65.5,65,89,77.0,2022,8
16197,2022-08-31,French Beans,1kg,54,62,69,65.5,65,89,77.0,2022,8
16198,2022-09-01,French Beans,1kg,54,62,69,65.5,65,89,77.0,2022,9
16199,2022-09-02,French Beans,1kg,54,62,69,65.5,65,89,77.0,2022,9
16200,2022-09-03,French Beans,1kg,54,62,69,65.5,65,89,77.0,2022,9
16201,2022-09-04,French Beans,1kg,54,62,69,65.5,65,89,77.0,2022,9
16202,2022-09-05,French Beans,1kg,51,59,65,62.0,61,84,72.5,2022,9
16203,2022-09-06,French Beans,1kg,50,58,64,61.0,60,83,71.5,2022,9
16204,2022-09-07,French Beans,1kg,50,58,64,61.0,60,83,71.5,2022,9
16205,2022-09-08,French Beans,1kg,50,58,64,61.0,60,83,71.5,2022,9
16206,2022-09-09,French Beans,1kg,50,58,64,61.0,60,83,71.5,2022,9
16207,2022-09-10,French Beans,1kg,51,59,65,62.0,61,84,72.5,2022,9
16208,2022-09-11,French Beans,1kg,52,60,66,63.0,62,86,74.0,2022,9
16209,2022-09-12,French Beans,1kg,52,60,66,63.0,62,86,74.0,2022,9
16210,2022-09-13,French Beans,1kg,52,60,66,63.0,62,86,74.0,2022,9
16211,2022-09-14,French Beans,1kg,52,60,66,63.0,62,86,74.0,2022,9
16212,2022-09-15,French Beans,1kg,52,60,66,63.0,62,86,74.0,2022,9
16213,2022-09-16,French Beans,1kg,57,66,72,69.0,68,94,81.0,2022,9
16214,2022-09-17,French Beans,1kg,57,66,72,69.0,68,94,81.0,2022,9
16215,2022-09-18,French Beans,1kg,57,66,72,69.0,68,94,81.0,2022,9
16216,2022-09-19,French Beans,1kg,54,62,69,65.5,65,89,77.0,2022,9
16217,2022-09-20,French Beans,1kg,54,62,69,65.5,65,89,77.0,2022,9
16218,2022-09-21,French Beans,1kg,54,62,69,65.5,65,89,77.0,2022,9
16219,2022-09-22,French Beans,1kg,59,68,75,71.5,71,97,84.0,2022,9
16220,2022-09-23,French Beans,1kg,59,68,75,71.5,71,97,84.0,2022,9
16221,2022-09-24,French Beans,1kg,59,68,75,71.5,71,97,84.0,2022,9
16222,2022-09-25,French Beans,1kg,67,77,85,81.0,80,111,95.5,2022,9
16223,2022-09-26,French Beans,1kg,67,77,85,81.0,80,111,95.5,2022,9
16224,2022-09-27,French Beans,1kg,67,77,85,81.0,80,111,95.5,2022,9
16225,2022-09-28,French Beans,1kg,66,76,84,80.0,79,109,94.0,2022,9
16226,2022-09-29,French Beans,1kg,66,76,84,80.0,79,109,94.0,2022,9
16227,2022-09-30,French Beans,1kg,70,81,89,85.0,84,116,100.0,2022,9
16228,2022-10-01,French Beans,1kg,70,81,89,85.0,84,116,100.0,2022,10
16229,2022-10-02,French Beans,1kg,70,81,89,85.0,84,116,100.0,2022,10
16230,2022-10-03,French Beans,1kg,62,71,79,75.0,74,102,88.0,2022,10
16231,2022-10-04,French Beans,1kg,62,71,79,75.0,74,102,88.0,2022,10
16232,2022-10-05,French Beans,1kg,62,71,79,75.0,74,102,88.0,2022,10
16233,2022-10-06,French Beans,1kg,69,79,88,83.5,83,114,98.5,2022,10
16234,2022-10-07,French Beans,1kg,69,79,88,83.5,83,114,98.5,2022,10
16235,2022-10-08,French Beans,1kg,66,76,84,80.0,79,109,94.0,2022,10
16236,2022-10-09,French Beans,1kg,66,76,84,80.0,79,109,94.0,2022,10
16237,2022-10-10,French Beans,1kg,66,76,84,80.0,79,109,94.0,2022,10
16238,2022-10-11,French Beans,1kg,66,76,84,80.0,79,109,94.0,2022,10
16239,2022-10-12,French Beans,1kg,67,77,85,81.0,80,111,95.5,2022,10
16240,2022-10-13,French Beans,1kg,67,77,85,81.0,80,111,95.5,2022,10
16241,2022-10-14,French Beans,1kg,67,77,85,81.0,80,111,95.5,2022,10
16242,2022-10-15,French Beans,1kg,60,69,76,72.5,72,99,85.5,2022,10
16243,2022-10-16,French Beans,1kg,60,69,76,72.5,72,99,85.5,2022,10
16244,2022-10-17,French Beans,1kg,60,69,76,72.5,72,99,85.5,2022,10
16245,2022-10-18,French Beans,1kg,69,79,88,83.5,83,114,98.5,2022,10
16246,2022-10-19,French Beans,1kg,69,79,88,83.5,83,114,98.5,2022,10
16247,2022-10-20,French Beans,1kg,69,79,88,83.5,83,114,98.5,2022,10
16248,2022-10-21,French Beans,1kg,69,79,88,83.5,83,114,98.5,2022,10
16249,2022-10-22,French Beans,1kg,69,79,88,83.5,83,114,98.5,2022,10
16250,2022-10-23,French Beans,1kg,69,79,88,83.5,83,114,98.5,2022,10
16251,2022-10-24,French Beans,1kg,66,76,84,80.0,79,109,94.0,2022,10
16252,2022-10-25,French Beans,1kg,66,76,84,80.0,79,109,94.0,2022,10
16253,2022-10-26,French Beans,1kg,66,76,84,80.0,79,109,94.0,2022,10
16254,2022-10-27,French Beans,1kg,69,79,88,83.5,83,114,98.5,2022,10
16255,2022-10-28,French Beans,1kg,69,79,88,83.5,83,114,98.5,2022,10
16256,2022-10-29,French Beans,1kg,70,81,89,85.0,84,116,100.0,2022,10
16257,2022-10-30,French Beans,1kg,70,81,89,85.0,84,116,100.0,2022,10
16258,2022-10-31,French Beans,1kg,70,81,89,85.0,84,116,100.0,2022,10
16259,2022-11-01,French Beans,1kg,70,81,89,85.0,84,116,100.0,2022,11
16260,2022-11-02,French Beans,1kg,70,81,89,85.0,84,116,100.0,2022,11
16261,2022-11-03,French Beans,1kg,61,70,77,73.5,73,101,87.0,2022,11
16262,2022-11-04,French Beans,1kg,61,70,77,73.5,73,101,87.0,2022,11
16263,2022-11-05,French Beans,1kg,61,70,77,73.5,73,101,87.0,2022,11
16264,2022-11-06,French Beans,1kg,64,74,81,77.5,77,106,91.5,2022,11
16265,2022-11-07,French Beans,1kg,64,74,81,77.5,77,106,91.5,2022,11
16266,2022-11-08,French Beans,1kg,64,74,81,77.5,77,106,91.5,2022,11
16267,2022-11-09,French Beans,1kg,60,69,76,72.5,72,99,85.5,2022,11
16268,2022-11-10,French Beans,1kg,60,69,76,72.5,72,99,85.5,2022,11
16269,2022-11-11,French Beans,1kg,60,69,76,72.5,72,99,85.5,2022,11
16270,2022-11-12,French Beans,1kg,64,74,81,77.5,77,106,91.5,2022,11
16271,2022-11-13,French Beans,1kg,64,74,81,77.5,77,106,91.5,2022,11
16272,2022-11-14,French Beans,1kg,64,74,81,77.5,77,106,91.5,2022,11
16273,2022-11-15,French Beans,1kg,64,74,81,77.5,77,106,91.5,2022,11
16274,2022-11-16,French Beans,1kg,64,74,81,77.5,77,106,91.5,2022,11
16275,2022-11-17,French Beans,1kg,64,74,81,77.5,77,106,91.5,2022,11
16276,2022-11-18,French Beans,1kg,23,26,29,27.5,28,38,33.0,2022,11
16277,2022-11-19,French Beans,1kg,23,26,29,27.5,28,38,33.0,2022,11
16278,2022-11-20,French Beans,1kg,23,26,29,27.5,28,38,33.0,2022,11
16279,2022-11-21,French Beans,1kg,25,29,32,30.5,30,41,35.5,2022,11
16280,2022-11-22,French Beans,1kg,25,29,32,30.5,30,41,35.5,2022,11
16281,2022-11-23,French Beans,1kg,25,29,32,30.5,30,41,35.5,2022,11
16282,2022-11-24,French Beans,1kg,23,26,29,27.5,28,38,33.0,2022,11
16283,2022-11-25,French Beans,1kg,23,26,29,27.5,28,38,33.0,2022,11
